|6.6.6
PYR-Ringwood88_2.tab                                                                                
           2
T(K)    
   400.00360000000001     
   19.999960000020000     
         181
P(bar)  
   15001.334999999999     
   5114.9322988556905     
         262
           8
T(K)           P(bar)         rho,kg/m3      alpha,1/K      cp,J/K/kg      vp,km/s        vs,km/s        h,J/kg        
  2240.000       20116.27       3201.924      0.5559439E-04   1298.877       6.592583       3.906139     -0.1014987E+08
  2260.000       20116.27       3198.334      0.5657586E-04   1303.372       6.569136       3.897183     -0.1012385E+08
  2280.000       20116.27       3194.685      0.5760319E-04   1308.073       6.545331       3.888165     -0.1009774E+08
  2300.000       20116.27       3190.973      0.5868010E-04   1312.995       6.521150       3.879082     -0.1007153E+08
  2320.000       20116.27       3187.194      0.5981075E-04   1318.158       6.496576       3.869930     -0.1004521E+08
  2340.000       20116.27       3183.052      0.5202133E-04   1309.037       6.923819       3.991921      -9987112.    
  2360.000       20116.27       3179.724      0.5260703E-04   1312.596       6.906787       3.983694      -9960896.    
  2380.000       20116.27       3176.361      0.5321218E-04   1316.267       6.889560       3.975408      -9934608.    
  2400.000       20116.27       3172.963      0.5383804E-04   1320.056       6.872132       3.967062      -9908245.    
  2420.000       20116.27       3169.756      0.5448507E-04   1323.991       6.855213       3.959655      -9881444.    
  2440.000       20116.27       3166.283      0.5515591E-04   1328.040       6.837366       3.951185      -9854924.    
  2459.999       20116.27       3162.770      0.5585199E-04   1332.234       6.819291       3.942647      -9828321.    
  2479.999       20116.27       3159.217      0.5657520E-04   1336.584       6.800976       3.934038      -9801633.    
  2499.999       20116.27       3155.621      0.5732762E-04   1341.101       6.782409       3.925355      -9774857.    
  2519.999       20116.27       3151.980      0.5811161E-04   1345.800       6.763580       3.916594      -9747988.    
  2539.999       20116.27       3148.293      0.5892983E-04   1350.696       6.744473       3.907752      -9721024.    
  2559.999       20116.27       3144.558      0.5978529E-04   1355.806       6.725074       3.898826      -9693959.    
  2579.999       20116.27       3140.773      0.6068142E-04   1361.150       6.705366       3.889811      -9666790.    
  2599.999       20116.27       3136.934      0.6162219E-04   1366.750       6.685331       3.880702      -9639512.    
  2619.999       20116.27       3133.040      0.6261214E-04   1372.632       6.664948       3.871493      -9612118.    
  2639.999       20116.27       3129.086      0.6365662E-04   1378.828       6.644194       3.862180      -9584604.    
  2659.999       20116.27       3125.071      0.6476187E-04   1385.373       6.623044       3.852755      -9556963.    
  2679.999       20116.27       3120.990      0.6593532E-04   1392.310       6.601469       3.843211      -9529187.    
  2699.999       20116.27       3116.838      0.6718588E-04   1399.690       6.579434       3.833539      -9501268.    
  2719.999       20116.27       3112.612      0.6852436E-04   1407.575       6.556901       3.823730      -9473196.    
  2739.999       20116.27       3108.305      0.6996404E-04   1416.041       6.533827       3.813771      -9444961.    
  2759.999       20116.27       3103.911      0.7152153E-04   1425.187       6.510158       3.803650      -9416550.    
  2779.999       20116.27       3099.423      0.7321795E-04   1435.133       6.485834       3.793351      -9387949.    
  2799.999       20116.27       3094.831      0.7508072E-04   1446.039       6.460778       3.782853      -9359139.    
  2819.999       20116.27       3090.124      0.7714634E-04   1458.121       6.434900       3.772133      -9330100.    
  2839.999       20116.27       3085.290      0.7946484E-04   1471.672       6.408086       3.761160      -9300805.    
  2859.999       20116.27       3080.312      0.8210743E-04   1487.115       6.380191       3.749895      -9271221.    
  2879.999       20116.27       3075.166      0.8518025E-04   1505.085       6.351025       3.738285      -9241304.    
  2899.999       20116.27       3069.823      0.8885142E-04   1526.593       6.320331       3.726255      -9210995.    
  2919.999       20116.27       3064.239      0.9341041E-04   1553.401       6.287743       3.713696      -9180207.    
  2939.999       20116.27       3058.347      0.9941969E-04   1588.958       6.252722       3.700428      -9148803.    
  2959.998       20116.27       3052.027      0.1082049E-03   1641.456       6.214468       3.686121      -9116542.    
  2979.998       20116.27       3045.012      0.1242838E-03   1738.770       6.172821       3.670010      -9082875.    
  2999.998       20116.27       3036.171      0.7939796E-04   2162.943       5.683402       3.648678      -9045447.    
  3019.998       20116.27       3052.369      0.9847163E-04   1581.559       6.213710       3.700994      -9020907.    
  3039.998       20116.27       3046.156      0.1058452E-03   1617.834       6.173651       3.688890      -8988936.    
  3059.998       20116.27       3039.389      0.1179660E-03   1674.572       6.127588       3.676159      -8956067.    
  3079.998       20116.27       3031.532      0.1482511E-03   1805.209       6.080962       3.662275      -8921537.    
  3099.998       20116.27       3011.532      0.8283687E-04   1565.799       6.329333       3.616807      -8912653.    
  3119.998       20116.27       3006.416      0.8756188E-04   1604.714       6.304871       3.604580      -8880979.    
  3139.998       20116.27       3000.939      0.9600709E-04   1675.520       6.279940       3.591369      -8848272.    
  3159.998       20116.27       2994.553      0.1367625E-03   1976.800                NaN            NaN  -8812941.    
  3179.998       20116.27       3037.862      0.8156493E-04   1533.187       6.332797       3.640185      -8833070.    
  3199.998       20116.27       3032.857      0.8334761E-04   1546.023       6.308421       3.628430      -8802280.    
  3219.998       20116.27       3027.748      0.8526812E-04   1559.913       6.283461       3.616492      -8771223.    
  3239.998       20116.27       3022.527      0.8735084E-04   1575.053       6.257862       3.604358      -8739875.    
  3259.998       20116.27       3017.184      0.8962835E-04   1591.711       6.231558       3.592011      -8708211.    
  3279.998       20116.27       3011.706      0.9214591E-04   1610.260       6.204466       3.579433      -8676195.    
  3299.998       20116.27       3006.078      0.9496972E-04   1631.255       6.176482       3.566600      -8643785.    
  3319.998       20116.27       3000.279      0.9820308E-04   1655.564       6.147464       3.553480      -8610924.    
  3339.998       20116.27       2994.282      0.1020221E-03   1684.682       6.117219       3.540034      -8577532.    
  3359.998       20116.27       2988.044      0.1067671E-03   1721.507       6.085468       3.526198      -8543487.    
  3379.998       20116.27       2981.491      0.1132338E-03   1772.830       6.051822       3.511871      -8508580.    
  3399.998       20116.27       2974.466      0.1240602E-03   1860.993       6.016441       3.496832      -8472351.    
  3419.998       20116.27       2986.233      0.9769150E-04   1637.898       6.139409       3.569096      -8472937.    
  3439.998       20116.27       2980.321      0.1005511E-03   1657.187       6.111146       3.555735      -8439989.    
  3459.997       20116.27       3012.302      0.8246903E-04   1559.493       6.181231       3.457637      -8429094.    
  3479.997       20116.27       3007.297      0.8382889E-04   1569.732       6.157616       3.442794      -8397803.    
  3499.997       20116.27       3002.216      0.8527475E-04   1580.611       6.133557       3.427730      -8366301.    
  3519.997       20116.27       2997.055      0.5313923E-04   1592.216       5.907675       3.412432      -8334574.    
  3539.997       20116.27       3054.969      0.8183179E-04   1579.724       6.375647       3.506063      -8377464.    
  3559.997       20116.27       2949.754      0.8580993E-04   1638.862       5.995898       3.256899      -8326844.    
  3579.997       20116.27       2984.238      0.8774395E-04   1655.222       6.034135       3.229119      -8321413.    
  3599.997       20116.27       2978.905      0.9122123E-04   1681.359       6.004108       3.212171      -8288053.    
  3619.997       20116.27       2973.360      0.9517383E-04   1711.054       5.972721       3.194650      -8254136.    
  3639.997       20116.27       2967.575      0.9972611E-04   1745.234       5.939767       3.176471      -8219582.    
  3659.997       20116.27       2961.509      0.1050540E-03   1785.211       5.904982       3.157527      -8184289.    
  3679.997       20116.27       2955.112      0.1114165E-03   1832.913       5.868020       3.137672      -8148124.    
  3699.997       20116.27       2948.314      0.1192140E-03   1891.318       5.828413       3.116710      -8110904.    
  3719.997       20116.27       2941.016      0.1291068E-03   1965.332       5.785509       3.094359      -8072371.    
  3739.997       20116.27       2933.069      0.1422845E-03   2063.770       5.738363       3.070191      -8032135.    
  3759.997       20116.27       2924.224      0.1611793E-03   2204.607       5.685590       3.043493      -7989551.    
  3779.997       20116.27       2914.015      0.1918928E-03   2432.681       5.625548       3.012907      -7943406.    
  3799.997       20116.27       2901.301      0.2573023E-03   2913.419       5.566267       2.975092      -7890743.    
  3819.997       20116.27       2879.877      0.4112122E-04   6274.742       4.347280       2.911686      -7815501.    
  3839.997       20116.27       3211.247      0.8289547E-04   1686.938       6.811495       3.692660      -7878548.    
  3859.997       20116.27       3205.788      0.7303519E-04   1728.152       6.662279       3.678807      -7844416.    
  3879.997       20116.27       3257.162      0.8558251E-04   1743.361       6.998579       3.759073      -7803903.    
  3899.997       20116.27       3251.355      0.9354046E-04   1815.542       6.965712       3.742568      -7768370.    
  3919.997       20116.27       3244.880      0.1077671E-03   1942.788       6.930437       3.724096      -7730946.    
  3939.997       20116.27       3236.818      0.7589230E-04   2408.433       6.302357       3.701480      -7689116.    
  3959.996       20116.27       3272.590      0.9798670E-04   1870.661       6.941224       3.627878      -7627707.    
  3979.996       20116.27       3264.361      0.5152545E-04   3100.745       5.998767       3.594432      -7584956.    
  3999.996       20116.27                NaN            NaN            NaN            NaN            NaN            NaN
  400.0036       25231.20       3539.252      0.2149647E-04   964.7298       8.450664       4.869042     -0.1222481E+08
  420.0036       25231.20       3537.714      0.2195441E-04   982.3898       8.441514       4.863204     -0.1220534E+08
  440.0035       25231.20       3536.146      0.2237344E-04   998.1420       8.432184       4.857258     -0.1218553E+08
  460.0035       25231.20       3534.550      0.2275907E-04   1012.248       8.422691       4.851214     -0.1216542E+08
  480.0034       25231.20       3532.929      0.2311596E-04   1024.930       8.413048       4.845081     -0.1214505E+08
  500.0034       25231.20       3531.284      0.2344802E-04   1036.376       8.403267       4.838866     -0.1212443E+08
  520.0034       25231.20       3529.617      0.2375861E-04   1046.743       8.393357       4.832576     -0.1210360E+08
  540.0033       25231.20       3527.930      0.2405057E-04   1056.169       8.383328       4.826217     -0.1208257E+08
  560.0033       25231.20       3526.223      0.2432634E-04   1064.768       8.373186       4.819794     -0.1206136E+08
  580.0032       25231.20       3524.499      0.2458801E-04   1072.640       8.362940       4.813311     -0.1203998E+08
  600.0032       25231.20       3522.757      0.2483737E-04   1079.870       8.352593       4.806773     -0.1201846E+08
  620.0032       25231.20       3520.999      0.2507598E-04   1086.531       8.342152       4.800182     -0.1199679E+08
